state,centre_name,address,email,phone,courses_offered
uttar pradesh,DR. K.N. MODI INSTITUTE OF ENGINEERING & TECHNOLOGY,DR. KNMIET KAPDA MILL COMPOUND MODINAGAR,pramendra26u@gmail.com,8392830244,IN-STORE PROMOTER | IN-STORE PROMOTER
uttar pradesh,JSS Lucknow (Aimwa),2/234 VIRAT KHAND GOMTI NAGAR LUCKNOW-226010 U.P.,jssaimwalko@yahoo.in,9236764584,SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | TRAINEE - BEAUTICIAN | TRAINEE - BEAUTICIAN
uttar pradesh,JSS Siddharthnagar,Surya Kanya Intermediate College Budhaniya Pakdi Lala Jogia Siddharthnagar,jsssiddharthnagar@gmail.com,9473694080,ASSISTANT HAIR DRESSER & STYLIST | ASSISTANT HAIR DRESSER & STYLIST | ASSISTANT HAIR DRESSER & STYLIST | ASSISTANT HAIR DRESSER & STYLIST | ASSISTANT HAIR DRESSER & STYLIST | ASSISTANT HAIR DRESSER & STYLIST | ASSISTANT HAIR DRESSER & STYLIST | ASSISTANT HAIR DRESSER & STYLIST | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR
uttar pradesh,JSS Sultanpur,PUSHKER INFOTECH PATANA CHAURAHA SAIDKHANPUR KUREBHAR SULTANPUR,tiwarianurag8@gmail.com,9453035151,ASSOCIATE DATA ENTRY OPERATOR | ASSOCIATE DATA ENTRY OPERATOR
uttar pradesh,JSS Etawah,VILLAGE & POST MAHEWA ETAWAH,harinarayanbajpai@yahoo.com,9412187011,ASSOCIATE DATA ENTRY OPERATOR | ASSOCIATE DATA ENTRY OPERATOR
uttar pradesh,JSS Jaunpur,T. J. Complex Umarpur Naiganj Jaunpur 222002,jss.jnp@gmail.com,8707028284,SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR | TRAINEE - BEAUTICIAN | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR | TRAINEE - BEAUTICIAN
uttar pradesh,JSS Lucknow (Lh),LITERACY HOUSE CAMPUS KANPUR ROAD NEAR PURANI CHUNGI MANAS NAGAR LUCKNOW,jsslkolh@gmail.com,8005364449,OFFICE ASSISTANT | SOLAR PV INSTALLER - ELECTRICAL | SOLAR PV INSTALLER - ELECTRICAL | SOLAR PV INSTALLER - ELECTRICAL | SOLAR PV INSTALLER - ELECTRICAL | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | OFFICE ASSISTANT | OFFICE ASSISTANT | OFFICE ASSISTANT | ELECTRICAL TECHNICIAN | ELECTRICAL TECHNICIAN | ELECTRICAL TECHNICIAN | ELECTRICAL TECHNICIAN
uttar pradesh,JSS Unnao,Jan Shikshan Sansthan 868 Civil Lines UNNAO-209801,jssunnao@yahoo.co.in,7839937688,SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | TRAINEE - BEAUTICIAN | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | TRAINEE - BEAUTICIAN
uttar pradesh,CH. CHARAN SINGH COLLEGE OF ENGINEERING,PLOT NO-102 JAUNCHANA POST -MAHMADPUR JADON TEHSIL-JEWAR,ritu.tyagi15@gmail.com,9650054921,IT SALES TELE CALLER- VOICE & NON- VOICE | PATIENT RELATIONS ASSOCIATE | PATIENT RELATIONS ASSOCIATE | PATIENT RELATIONS ASSOCIATE | ELECTRICIAN - DOMESTIC SOLUTIONS | ELECTRICIAN - DOMESTIC SOLUTIONS | ELECTRICIAN - DOMESTIC SOLUTIONS | ELECTRICIAN - DOMESTIC SOLUTIONS | PATIENT RELATIONS ASSOCIATE | YOGA WELLNESS TRAINER | YOGA WELLNESS TRAINER | YOGA WELLNESS TRAINER | YOGA WELLNESS TRAINER | CAREER AND EDUCATION COUNSELOR
uttar pradesh,JSS Rp Look,Rp Looks In Front Of Convent School C.C Road Deoria,abhishekbajaj98@gmail.com,9839778793,TRAINEE - BEAUTICIAN
uttar pradesh,JSS Unnao,TAKIYA NIGOHI GAURIYA KALA ROAD UNNAO-209870,newpublicschoolsamiti@gmail.com,9415135471,ASSOCIATE DATA ENTRY OPERATOR | ASSOCIATE DATA ENTRY OPERATOR
uttar pradesh,JSS Deoria,10/236 infront of income tax office Raghav Nagar Deoria,ashwanimani@gmail.com,9450678367,TRAINEE - BEAUTICIAN | TRAINEE - BEAUTICIAN
uttar pradesh,JSS Deoria,RP Looks In front Of Convent School C.C Road Deoria,harenderrao@gmail.com,9838623938,TRAINEE - BEAUTICIAN | TRAINEE - BEAUTICIAN
uttar pradesh,JSS Gorakhpur,Sai Complex Near Munshi Premchand Park Betiyahata Gorakhpur (Uttar Predesh,jssgorakhpur@gmail.com,9208600558,TRAINEE - BEAUTICIAN | SEWING MACHINE OPERATOR | TRAINEE - BEAUTICIAN | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR
uttar pradesh,MEERUT INSTITUTE OF TECHNOLOGY,NH-58 BYE-PASS ROAD BARAL PARTAPUR MEERUT,sandeep.kapoor@mitmeerut.ac.in,6399000480,TECHNICAL SUPPORT ENGINEER | TECHNICAL SUPPORT ENGINEER | TECHNICAL SUPPORT ENGINEER | TECHNICAL SUPPORT ENGINEER | SMALL MUSHROOM GROWER | SOFTWARE DEVELOPER ASSOCIATE | MICROFINANCE EXECUTIVE | MICROFINANCE EXECUTIVE | MICROFINANCE EXECUTIVE | MICROFINANCE EXECUTIVE | SMALL MUSHROOM GROWER | SOFTWARE DEVELOPER ASSOCIATE
uttar pradesh,NEELAM COLLEGE OF ENGINEERING & TECHNOLOGY,VILLAGE KORAI TEHSIL KIRAOLI AGRA-JAIPUR HIGHWAY AGRA- 283110,snankitgarg@gmail.com,9997901006,FRONT OFFICE ASSISTANT | FRONT OFFICE ASSISTANT | AUTOMOTIVE MACHINIST | ASSOCIATE DATA ENTRY OPERATOR | ASSOCIATE DATA ENTRY OPERATOR | AUTOMOTIVE MACHINIST
uttar pradesh,SHANTI NIKETAN GROUP OF INSTITUTIONSS,VILL - IKLA MOHIUDDINPUR MEERUT,sunilgoel8@gmail.com,9897964797,SENIOR BEAUTY THERAPIST | SOFTWARE DEVELOPER-PRODUCT DEVELOPMENT | SOFTWARE DEVELOPER-PRODUCT DEVELOPMENT | SOFTWARE DEVELOPER-PRODUCT DEVELOPMENT | YOGA TRAINER (B&W) | SOFTWARE DEVELOPER-PRODUCT DEVELOPMENT | SOFTWARE DEVELOPER-PRODUCT DEVELOPMENT | SOFTWARE DEVELOPER-PRODUCT DEVELOPMENT | SOFTWARE DEVELOPER-PRODUCT DEVELOPMENT | SENIOR BEAUTY THERAPIST | SOFTWARE DEVELOPER-PRODUCT DEVELOPMENT | SMALL MUSHROOM GROWER | SENIOR BEAUTY THERAPIST | SENIOR BEAUTY THERAPIST | YOGA TRAINER (B&W) | GRAPHICS DESIGN ASSOCIATE | GRAPHICS DESIGN ASSOCIATE
uttar pradesh,LAVA-TSSC(Uttar Pradesh),2nd Floor B-101 B Block Sector 63 Noida Uttar Pradesh 201301,priyanka.s@globalskillers.com,9892382666,HANDSET REPAIR ASSOCIATE
uttar pradesh,IIMT ENGINEERING COLLEGE,\n'O' POCKET GANGANAGAR MAWANA ROAD MEERUT,vikhyat3179@gmail.com,9557357813,MICROFINANCE EXECUTIVE | MEDIA CONTENT DEVELOPER | SOFTWARE DEVELOPER ASSOCIATE | AUTOMOTIVE MACHINIST | MICROFINANCE EXECUTIVE | SOFTWARE DEVELOPER ASSOCIATE | MEDIA CONTENT DEVELOPER | INSURANCE AGENT | INSURANCE AGENT | INSURANCE AGENT | INSURANCE AGENT | AUTOMOTIVE MACHINIST | MICROFINANCE EXECUTIVE | MICROFINANCE EXECUTIVE
uttar pradesh,NIESBUD Training Centre Manipuri,SHRI RAMDAS PVT ITI PARTAPUR MAINPURI 205303,training.rakesh@gmail.com,9953920681,HEALTHCARE HYGIENE AND HOUSEKEEPING AIDE | HEALTHCARE HYGIENE AND HOUSEKEEPING AIDE
uttar pradesh,KIPM-COLLEGE OF ENGINEERING & TECHNOLOGY,PLOT NO. BL-1 & 2 SECTOR-9 GIDA GORAKHPUR,ajay.maurya.mnnit@gmail.com,9458702521,LED LUMINARY MECHANICAL ASSEMBLY AND TESTING TECHNICIAN | JUNIOR ENGINEER- POWER DISTRIBUTION | BRICK MASON | BRICK MASON | LED LUMINARY MECHANICAL ASSEMBLY AND TESTING TECHNICIAN | SOFTWARE PROGRAMMER | BRICK MASON | BRICK MASON | TWO WHEELER SERVICE ASSISTANT | TWO WHEELER SERVICE ASSISTANT | TWO WHEELER SERVICE ASSISTANT | LED LUMINARY MECHANICAL ASSEMBLY AND TESTING TECHNICIAN | LED LUMINARY MECHANICAL ASSEMBLY AND TESTING TECHNICIAN | LED LUMINARY MECHANICAL ASSEMBLY AND TESTING TECHNICIAN | TWO WHEELER SERVICE ASSISTANT | SOFTWARE PROGRAMMER | LED LUMINARY MECHANICAL ASSEMBLY AND TESTING TECHNICIAN | LED LUMINARY MECHANICAL ASSEMBLY AND TESTING TECHNICIAN | LED LUMINARY MECHANICAL ASSEMBLY AND TESTING TECHNICIAN | BRICK MASON | BRICK MASON | BRICK MASON | BRICK MASON | TWO WHEELER SERVICE ASSISTANT | TWO WHEELER SERVICE ASSISTANT | TWO WHEELER SERVICE ASSISTANT | TWO WHEELER SERVICE ASSISTANT | JUNIOR ENGINEER- POWER DISTRIBUTION
uttar pradesh,Jan Shikshan Sansthan Fatehpur,402/767 Civil Lines Fatehpur,jssfatehpur@gmail.com,8707550160,ASSOCIATE DATA ENTRY OPERATOR | TRAINEE - BEAUTICIAN | TRAINEE - BEAUTICIAN | ASSOCIATE DATA ENTRY OPERATOR
uttar pradesh,JSS Varanashi,SHI 1/121-1 Narayanpur Shivpur Varanasi,unsjss@gmail.com,8318025720,TRAINEE - BEAUTICIAN
uttar pradesh,JSS Campus,18/25 Stanley Road Judges Colony Prayagraj,jssallahabad1@gmail.com,9451454080,TRAINEE - BEAUTICIAN | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | TRAINEE - BEAUTICIAN | SEWING MACHINE OPERATOR
uttar pradesh,JSS Hajiyapur,Old City Hajiyapur Near Hasnane Masjid,jssbareilly@gmail.com,9917909089,SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR
uttar pradesh,JSS Amethi,Infornt Of A.H. Inter Collage Musafirkhana District - Amethi Up Pin - 227813,directorjssamethi@gmail.com,8887681480,ASSISTANT HAIR DRESSER & STYLIST | SELF EMPLOYED TAILOR | ASSISTANT HAIR DRESSER & STYLIST | ASSISTANT HAIR DRESSER & STYLIST | ASSISTANT HAIR DRESSER & STYLIST | ASSISTANT HAIR DRESSER & STYLIST | ASSISTANT HAIR DRESSER & STYLIST | ASSISTANT HAIR DRESSER & STYLIST | ASSISTANT HAIR DRESSER & STYLIST | ASSOCIATE DATA ENTRY OPERATOR | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR | ASSOCIATE DATA ENTRY OPERATOR
uttar pradesh,JSS Shravasti Training Centre,HANUMAN GARHI BHINGA SHRAWASTI,patmesh2011@gmail.com,9839174344,SEWING MACHINE OPERATOR | TRAINEE - BEAUTICIAN | TRAINEE - BEAUTICIAN | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR
uttar pradesh,JSS PANDEYPUR VARANASI SKILL HUB,\Abhiraj Villa S-1 -39 State Bank Bank Colony Pandeypur Varanasi 221002,jss_2@rediffmail.com,9307186206,TRAINEE - BEAUTICIAN | ASSOCIATE DATA ENTRY OPERATOR | ASSOCIATE DATA ENTRY OPERATOR
uttar pradesh,JSS NEWADA VARANASI SKILL HUB,SS-1 D.L W BHU.Road Rajendra Bihar Colony Lane No 13 Newda Sunder Rajendra bihar,jssvaranasi@gmail.com,9451993118,TRAINEE - BEAUTICIAN | TRAINEE - BEAUTICIAN | ASSOCIATE DATA ENTRY OPERATOR
uttar pradesh,JSS Prayagraj Training Centre 1,8A/1 ELGIN ROAD CIVIL LINES PRAYAGRAJ-211001,jssalld@gmail.com,9935557268,SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR | TRAINEE - PEDICURIST | SELF EMPLOYED TAILOR | TRAINEE - PEDICURIST | SELF EMPLOYED TAILOR
uttar pradesh,JSS KARCHANA PRAYAGRAJ,GRAM-BENDO GANDHIYAON KARCHANA PRAYAGRAJ-212301,sramesh.dubey@gmail.com,9129630729,TRAINEE - PEDICURIST | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR | TRAINEE - PEDICURIST | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR
uttar pradesh,JSS Ballia,\1TC -7 HIG CHANDRASHEKHAR NAGAR BALLIA 2nd -TC-UMARGANJ BALLIA,singh.brahmram8@gmail.com,9721934326,HAND EMBROIDERER (ADDAWALA) | TRAINEE - BEAUTICIAN | TRAINEE - BEAUTICIAN | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | HAND EMBROIDERER (ADDAWALA) | HAND EMBROIDERER (ADDAWALA) | HAND EMBROIDERER (ADDAWALA) | HAND EMBROIDERER (ADDAWALA) | HAND EMBROIDERER (ADDAWALA) | HAND EMBROIDERER (ADDAWALA) | HAND EMBROIDERER (ADDAWALA)
uttar pradesh,Awadh glow computer centre,Railway station road surtihatta purani basti Basti,rahulkmsharma@gmail.com,7905124400,SEWING MACHINE OPERATOR | ASSOCIATE DATA ENTRY OPERATOR | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | ASSOCIATE DATA ENTRY OPERATOR | SEWING MACHINE OPERATOR
uttar pradesh,Jan Shikshan Sansthan kaushambi U.P,Samda Manjhanpur Kaushambi,jsskaushambi@gmail.com,9454205368,ASSISTANT HAIR DRESSER & STYLIST | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | ASSISTANT HAIR DRESSER & STYLIST | ASSISTANT HAIR DRESSER & STYLIST | ASSISTANT HAIR DRESSER & STYLIST | ASSOCIATE DATA ENTRY OPERATOR | SEWING MACHINE OPERATOR
uttar pradesh,JAN SHIKSHAN SANSTHAN PILIBHIT,504 HI-TECH COMPUTER INSTITUTE SHIV NAGAR COLONY NEAR ITI COLLEGE PILIBHIT 262001 (UP),saleemmian32@gmail.com,7456834769,ASSOCIATE DATA ENTRY OPERATOR | ASSOCIATE DATA ENTRY OPERATOR
uttar pradesh,JSS SELF EMPLOYED TAILOR CENTER AWAAS VIKAS BODLA,#456 SECTOR-5 AWAAS VIKAS COLONY BODLA AGRA,sanjayenviroaid@yahoo.com,8319741895,SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR
uttar pradesh,R.C.S. MEMORIAL COLLEGE N.H.11 AGRA,R.C.S. MEMORIAL COLLEGE N.H. 11 SAHARA AGRA,jssagrakamal@gmail.com,7895959511,ASSOCIATE DATA ENTRY OPERATOR
uttar pradesh,JSS SANSARPUR TRAINING CENTER,Vill. Sansarpur Saharanpur-247129,jss_sre@yahoo.com,9760711600,SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR
uttar pradesh,Dr. KN Modi Institute of Pharmaceutical Education and Research,Dr. KNMIPER Kapda mill Compound Modinagar Ghaziabad U.P. - 201204,gaurav_tewari06@rediffmail.com,8755188657,PATIENT RELATIONS ASSOCIATE | PATIENT RELATIONS ASSOCIATE | PATIENT RELATIONS ASSOCIATE | PATIENT RELATIONS ASSOCIATE
uttar pradesh,Jan Shikshan Sansthan Hardoi 1,Mohalla Kot Kalan Near krashi Raksha Ikai Pihani,dotnet.computeredudociety@gmail.com,6392249490,SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR
uttar pradesh,Jan Shikshan Sansthan Hardoi 2,12A Nagheta Road Hardoi,csc525263230019@gmail.com,9565533007,ASSOCIATE DATA ENTRY OPERATOR | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR
uttar pradesh,North India Institute of Technology,7th KM Bundki Rd Najibabad,nigc.najibabad@gmail.com,8941090807,SOFTWARE DEVELOPER-PRODUCT DEVELOPMENT | YOGA TRAINER (B&W) | CAREER AND EDUCATION COUNSELOR | CAREER AND EDUCATION COUNSELOR | SENIOR BEAUTY THERAPIST | SENIOR BEAUTY THERAPIST | SENIOR BEAUTY THERAPIST | SENIOR BEAUTY THERAPIST | SOFTWARE DEVELOPER-PRODUCT DEVELOPMENT | SOFTWARE DEVELOPER-PRODUCT DEVELOPMENT | SOFTWARE DEVELOPER-PRODUCT DEVELOPMENT | SOFTWARE DEVELOPER-PRODUCT DEVELOPMENT | SOFTWARE DEVELOPER-PRODUCT DEVELOPMENT | SOFTWARE DEVELOPER-PRODUCT DEVELOPMENT | SOFTWARE DEVELOPER-PRODUCT DEVELOPMENT | WAREHOUSE SUPERVISOR | WAREHOUSE SUPERVISOR | WAREHOUSE SUPERVISOR | WAREHOUSE SUPERVISOR | YOGA TRAINER (B&W)
uttar pradesh,JAN SHIKSHAN SANSTHAN,273 J.N. SHUKLA ROAD PALTAN BAZAR,jsspbh@gmail.com,9450092590,PICKLE MAKING TECHNICIAN | PICKLE MAKING TECHNICIAN | PICKLE MAKING TECHNICIAN | PICKLE MAKING TECHNICIAN | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR
uttar pradesh,Government ITI Sabrahad Shahaganj Jaunpur,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE SABRAHAD SHAHGANJ JAUNPUR SABRAHAD SHAHGANJ JAUNPUR,giti232@vppup.in,9106655261,ASSOCIATE DATA ENTRY OPERATOR | ASSOCIATE DATA ENTRY OPERATOR | ASSISTANT TECHNICIAN- AIR CONDITIONER | ASSOCIATE  ELECTRICIAN | ASSISTANT TECHNICIAN- COMPUTER HARDWARE | ASSOCIATE  ELECTRICIAN | BRIDAL MAKEUP ARTIST | BRIDAL MAKEUP ARTIST | TRAINEE - HAIR DRESSING | ASSISTANT TECHNICIAN- COMPUTER HARDWARE
uttar pradesh,Government ITI Azamgarh,Govt. ITI Harra ki chungi Sadar Azamgarh,giti146@vppup.in,9450626506,ELECTRICAL TECHNICIAN | ASSOCIATE DESKTOP PUBLISHING | ELECTRICAL TECHNICIAN | ELECTRICAL TECHNICIAN | AUTOMOTIVE ASSEMBLER | BRIDAL MAKEUP ARTIST | ELECTRICAL TECHNICIAN | ASSOCIATE DESKTOP PUBLISHING
uttar pradesh,JSS RAGARGANJ,Akbarpur Katariya Yakoobpur,jssambedkarnagar@yahoo.in,8853174200,TRAINEE - BEAUTICIAN | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | TRAINEE - BEAUTICIAN | SEWING MACHINE OPERATOR
uttar pradesh,Government ITI Hathras,Govt ITI Nagla Jalal Sikandra Rao Hathras,giti030@vppup.in,9410038845,HAND EMBROIDERER (ADDAWALA) | AUTOMOTIVE ASSEMBLER | TRAINEE - BEAUTICIAN | ASSISTANT TECHNICIAN - STREET LIGHT INSTALLATION & MAINTENANCE | ASSOCIATE DATA ENTRY OPERATOR | HAND EMBROIDERER (ADDAWALA) | HAND EMBROIDERER (ADDAWALA) | HAND EMBROIDERER (ADDAWALA) | SOLAR PV INSTALLER - ELECTRICAL | SOLAR PV INSTALLER - ELECTRICAL | SOLAR PV INSTALLER - ELECTRICAL | SOLAR PV INSTALLER - ELECTRICAL
uttar pradesh,GOVERANMENT ITI JEWAR GAUTAM BUDH NAGAR,Government ITI Jewar Gautam Buddh Nagar Uttar Pradesh,giti183@vppup.in,9412119018,WELDER - (GTAW) | SENIOR BEAUTY THERAPIST | SENIOR BEAUTY THERAPIST | ELECTRICIAN | ASSOCIATE DATA ENTRY OPERATOR | SENIOR BEAUTY THERAPIST | WELDER - (GTAW) | WELDER - (GTAW) | WELDER - (GTAW) | SENIOR BEAUTY THERAPIST
uttar pradesh,GOVERNMENT I.T.I KHEKRA BAGHPAT,Near NBCC Township Delhi Saharanpur road Khekra Baghpat,giti177@vppup.in,9412386415,"ASSISTANT FITTER - LEVELLING, ALIGNMENT AND BALANCING | SOFTWARE PROGRAMMER | ASSISTANT FITTER - LEVELLING, ALIGNMENT AND BALANCING | ASSISTANT FITTER - LEVELLING, ALIGNMENT AND BALANCING | ASSISTANT FITTER - LEVELLING, ALIGNMENT AND BALANCING | ELECTRICIAN | ASSISTANT FITTER - LEVELLING, ALIGNMENT AND BALANCING | ASSISTANT FITTER - LEVELLING, ALIGNMENT AND BALANCING | ASSISTANT FITTER - LEVELLING, ALIGNMENT AND BALANCING | SOFTWARE PROGRAMMER | ASSISTANT FITTER - LEVELLING, ALIGNMENT AND BALANCING | ELECTRICIAN | BRIDAL MAKEUP ARTIST"
uttar pradesh,Government ITI Mahila Raebareli,GORA BAZAR RAEBARELI,giti090@vppup.in,9130005789,PROFESSIONAL MAKEUP ARTIST | PROFESSIONAL MAKEUP ARTIST | PROFESSIONAL MAKEUP ARTIST | PROFESSIONAL MAKEUP ARTIST | PROFESSIONAL MAKEUP ARTIST | PROFESSIONAL MAKEUP ARTIST | PROFESSIONAL MAKEUP ARTIST | PROFESSIONAL MAKEUP ARTIST | ASSISTANT HAIR DRESSER & STYLIST | ASSISTANT HAIR DRESSER & STYLIST | ASSISTANT HAIR DRESSER & STYLIST | ASSISTANT HAIR DRESSER & STYLIST | ASSISTANT HAIR DRESSER & STYLIST | ASSISTANT HAIR DRESSER & STYLIST | ASSISTANT HAIR DRESSER & STYLIST | ASSISTANT HAIR DRESSER & STYLIST
uttar pradesh,Government ITI Mehdawal Sant Kabir Nagar,Government ITI Mehdawal Sant Kabir Nagar Uttar Pradesh,shigitiskn@gmail.com,9140524117,SEWING MACHINE OPERATOR | PLUMBER - GENERAL | SELF EMPLOYED TAILOR | PLUMBER - GENERAL | TWO WHEELER SERVICE ASSISTANT | PLUMBER - GENERAL | TWO WHEELER SERVICE ASSISTANT | TWO WHEELER SERVICE ASSISTANT | TWO WHEELER SERVICE ASSISTANT | TWO WHEELER SERVICE ASSISTANT | TWO WHEELER SERVICE ASSISTANT | PLUMBER - GENERAL | SOFTWARE PROGRAMMER | PLUMBER - GENERAL | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR | TWO WHEELER SERVICE ASSISTANT | PLUMBER - GENERAL | PLUMBER - GENERAL | PLUMBER - GENERAL | TWO WHEELER SERVICE ASSISTANT | SOFTWARE PROGRAMMER | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR
uttar pradesh,Government Industrial Traning Institute Chandauli,Govt ITI Rewasa Chandauli Uttara - Pradesh,giti231@vppup.in,7233803706,ASSISTANT HAIR DRESSER & STYLIST | ASSISTANT HAIR DRESSER & STYLIST | ASSISTANT HAIR DRESSER & STYLIST | ASSISTANT INSTALLATION COMPUTING AND PERIPHERALS | ASSISTANT INSTALLATION COMPUTING AND PERIPHERALS | ASSISTANT INSTALLATION COMPUTING AND PERIPHERALS | ASSISTANT INSTALLATION COMPUTING AND PERIPHERALS | ASSISTANT ELECTRONIC MECHANIC | ASSISTANT ELECTRONIC MECHANIC | ASSISTANT HAIR DRESSER & STYLIST | ASSISTANT ELECTRONIC MECHANIC | ELECTRICIAN | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | ASSISTANT ELECTRONIC MECHANIC | SEWING MACHINE OPERATOR
uttar pradesh,Government ITI Moradabad,Government ITI Moradabad Kanth Road Moradabad,giti041@vppup.in,8273596274,SOLAR PV INSTALLER (SURYAMITRA) | FITTER - FABRICATION | SELF EMPLOYED TAILOR | DOMESTIC IT HELPDESK ATTENDANT | DOMESTIC IT HELPDESK ATTENDANT | DOMESTIC IT HELPDESK ATTENDANT | DOMESTIC IT HELPDESK ATTENDANT | ELECTRICIAN - DOMESTIC SOLUTIONS | ELECTRICIAN - DOMESTIC SOLUTIONS | ELECTRICIAN - DOMESTIC SOLUTIONS | ELECTRICIAN - DOMESTIC SOLUTIONS | SOLAR PV INSTALLER (SURYAMITRA) | SOLAR PV INSTALLER (SURYAMITRA) | SOLAR PV INSTALLER (SURYAMITRA) | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR | JUNIOR FIELD TECHNICIAN- HOME APPLIANCE
uttar pradesh,Govt. ITI Hapur,Govt ITI Baroda Hinduwan Hapur,giti181@vppup.in,9560530889,TRAINEE - COSMETOLOGY | ASSISTANT TECHNICIAN- AIR CONDITIONER | ASSISTANT MANUAL METAL ARC WELDING/ SHIELDED METAL ARC WELDING WELDER
uttar pradesh,Govt. ITI Chandan Chauki-Kheri,Govt. ITI Chandan Chauki-Kheri,giti096@vppup.in,9897610300,SELF EMPLOYED TAILOR | PROFESSIONAL MAKEUP ARTIST | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR | PROFESSIONAL MAKEUP ARTIST | PROFESSIONAL MAKEUP ARTIST | PROFESSIONAL MAKEUP ARTIST
uttar pradesh,Government ITI Salon Raebareli,GITI SALON VILLAGE- RAGGHUPUR PO RAMPUR KASHIHA,giti092@vppup.in,9452867029,ASSISTANT TECHNICIAN- CCTV | DRONE SERVICE TECHNICIAN | DRONE SERVICE TECHNICIAN | WIREMAN CONTROL PANEL ELECTRONICS | WIREMAN CONTROL PANEL ELECTRONICS | DRONE SERVICE TECHNICIAN | FIELD TECHNICIAN-UPS  AND INVERTER | WIREMAN CONTROL PANEL ELECTRONICS | WIREMAN CONTROL PANEL ELECTRONICS | FIELD TECHNICIAN-UPS  AND INVERTER | FIELD TECHNICIAN-UPS  AND INVERTER | FIELD TECHNICIAN-UPS  AND INVERTER | TRAINEE - BEAUTICIAN | DRONE SERVICE TECHNICIAN
uttar pradesh,Government Industrial Training Institute Barabanki,Barabanki Mahuamau BBK,giti111@vppup.in,9559248832,SOLAR PV INSTALLER - ELECTRICAL | ASSOCIATE CONSTRUCTION PAINTER & DECORATOR | CONSUMER ENERGY METER TECHNICIAN | CONSUMER ENERGY METER TECHNICIAN | CONSUMER ENERGY METER TECHNICIAN | CONSUMER ENERGY METER TECHNICIAN | ELECTRICAL TECHNICIAN | AUTOMOTIVE MACHINIST | ELECTRICAL TECHNICIAN | ELECTRICAL TECHNICIAN | ELECTRICAL TECHNICIAN | INSTRUMENTATION TECHNICIAN (CONTROL VALVE) | INSTRUMENTATION TECHNICIAN (CONTROL VALVE) | INSTRUMENTATION TECHNICIAN (CONTROL VALVE) | INSTRUMENTATION TECHNICIAN (CONTROL VALVE) | SOLAR PV INSTALLER - ELECTRICAL | SOLAR PV INSTALLER - ELECTRICAL | SOLAR PV INSTALLER - ELECTRICAL | ASSOCIATE MASON
