state,centre_name,address,email,phone,courses_offered,pincode,district,subdistrict,mappls_eloc,geocode_level
telangana,Gautam Budh PMKK- Warangal Rural,721 Ward no-18 Warangal Road,kodisree3@gmail.com,+91 9573216689,CCTV INSTALLATION TECHNICIAN,506002,Warangal District,Warangal,XWTAHT,poi
telangana,Gawtham ITC (Shifting From Dist Krishna),"D. No. 15-1-350 Shad 2/4 Industrial Estate, Warangal.",anil2g@gmail.com,6305512662,ELECTRICIAN (NSQF),506002,Warangal District,Warangal,NZPWE6,district
telangana,Gouthami Industrial Training Centre,Godavary Khani Srinagar Colony,gouthamiiti@gmail.com,9848820602,ELECTRICIAN (NSQF) | MECHANIC DIESEL (NSQF) | FITTER (NSQF),500039,Medchal Malkajgiri District,Uppal,EISELX,subLocality
telangana,Goverment ITI Khammam,Goverment ITI Khammam,itigirls.kmm@gmail.com,9705915736,SELF EMPLOYED TAILOR | DRONE SERVICE TECHNICIAN | TECHNICAL SUPPORT ENGINEER | TECHNICAL SUPPORT ENGINEER | TECHNICAL SUPPORT ENGINEER | DRONE SERVICE TECHNICIAN | DRONE SERVICE TECHNICIAN | DRONE SERVICE TECHNICIAN | ELECTRICIAN - DOMESTIC SOLUTIONS | ELECTRICIAN - DOMESTIC SOLUTIONS | ELECTRICIAN - DOMESTIC SOLUTIONS | TECHNICAL SUPPORT ENGINEER | SERVICE TECHNICIAN - HOME APPLIANCES | SERVICE TECHNICIAN - HOME APPLIANCES | SERVICE TECHNICIAN - HOME APPLIANCES | SERVICE TECHNICIAN - HOME APPLIANCES | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR | ELECTRICIAN - DOMESTIC SOLUTIONS | WELDER - (GTAW) | WELDER - (GTAW) | WELDER - (GTAW) | WELDER - (GTAW) | SELF EMPLOYED TAILOR,507002,Khammam District,Raghunadhapalem,KO4WPL,poi
telangana,Government Industrial Training Institute (ITI) Siricilla,Government Industrial Training Institute (ITI) Siricilla,govtiti.siricilla@gmail.com,9010253366,SEWING MACHINE OPERATOR | HAND EMBROIDERER (ADDAWALA) | HAND EMBROIDERER (ADDAWALA) | HAND EMBROIDERER (ADDAWALA) | HAND EMBROIDERER (ADDAWALA) | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR,504205,Mancherial District,Jannaram,OUAXNI,poi
telangana,Government Industrial Training Institute ALER,Survey No. 1026 Manthapuri road Aler Yadadri Bhongir Dist 508 101,govtitialer@gmail.com,9866843920,SELF EMPLOYED TAILOR | PLUMBER - GENERAL | PLUMBER - GENERAL | PLUMBER - GENERAL | PLUMBER - GENERAL | HAND EMBROIDERER (ADDAWALA) | HAND EMBROIDERER (ADDAWALA) | SELF EMPLOYED TAILOR | HAND EMBROIDERER (ADDAWALA) | HAND EMBROIDERER (ADDAWALA) | SOLAR PV INSTALLER - ELECTRICAL | SOLAR PV INSTALLER - ELECTRICAL | SOLAR PV INSTALLER - ELECTRICAL | SOLAR PV INSTALLER - ELECTRICAL | ASSISTANT TECHNICIAN - STREET LIGHT INSTALLATION & MAINTENANCE | ASSOCIATE DATA ENTRY OPERATOR | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR,508101,Yadadri Bhuvanagiri District,Alair,147AT4,village
telangana,Government Industrial Training Institute DINDI,Government Industrial Training Institute DINDI,dindi.iti@gmail.com,9441237136,ELECTRICIAN - DOMESTIC SOLUTIONS | ELECTRICIAN - DOMESTIC SOLUTIONS | ELECTRICIAN - DOMESTIC SOLUTIONS | ELECTRICIAN - DOMESTIC SOLUTIONS,502301,Siddipet District,Kukunoorpally,I4MVFG,poi
telangana,GOVERNMENT ITI ALWAL,GOVT ITI ALWAL BESIDE WATER RESRVOIR LOTHUKUNTA ALWAL MEDCHAL-DISTRICT 500010,govtitialwal99@gmail.com,9059685237,ASSISTANT TECHNICIAN- SOLAR PANEL INSTALLATION,500010,Medchal Malkajgiri District,Alwal,WG2LCY,poi
telangana,GOVERNMENT ITI JAGTIAL,8-1-46 (NEW) SRSP DHAROOR CAMP JAGTIAL 505455,rajeshwarreddy@gmail.com,9618593941,ASSOCIATE DATA ENTRY OPERATOR | SURVEYOR AIDE | SURVEYOR AIDE | ASSOCIATE DATA ENTRY OPERATOR,505455,Jagtial District,Jagtial,6MLAN5,locality
telangana,GOVERNMENT ITI NEW NIZAMABAD,GOVT ITI FOR GIRLS SHIVAJI NAGAR,itigniza@gmail.com,9966224496,TWO WHEELER SERVICE ASSISTANT | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR | ASSOCIATE DATA ENTRY OPERATOR | ASSOCIATE  ELECTRICIAN | TWO WHEELER SERVICE ASSISTANT | TWO WHEELER SERVICE ASSISTANT | TWO WHEELER SERVICE ASSISTANT | SEWING MACHINE OPERATOR | SOLAR PV INSTALLER (SURYAMITRA) | SOLAR PV INSTALLER (SURYAMITRA) | SOLAR PV INSTALLER (SURYAMITRA) | SOLAR PV INSTALLER (SURYAMITRA) | SEWING MACHINE OPERATOR,503001,Nizamabad District,Nizamabad South,R0Q9EW,locality
telangana,GOVERNMENT ITI RAMAGUNDAM,GOVERNMENT ITI RAMAGUNDAM,govtitiramagundam@gmail.com,9849438552,FOUR WHEELER SERVICE TECHNICIAN | FOUR WHEELER SERVICE TECHNICIAN | PLUMBER - GENERAL | PLUMBER - GENERAL | PLUMBER - GENERAL | PLUMBER - GENERAL | SURVEYOR AIDE | ELECTRICIAN | MANUAL METAL ARC WELDING/ SHIELDED METAL ARC WELDING WELDER | ASSOCIATE DATA ENTRY OPERATOR | FOUR WHEELER SERVICE TECHNICIAN | FOUR WHEELER SERVICE TECHNICIAN,505208,Peddapalli District,Anthergaon,7HNDY9,poi
telangana,Govt District Level Training Centre / ITI,"Market road Subhash Nagar, Vikara Bad Ranga Reddy",dltc.iti.vikarabad@gmail.com,9885644401,MECHANIC (MOTOR VEHICLE) (NSQF) | COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF) | FITTER (NSQF) | CARPENTER (NSQF) | DRAUGHTSMAN (CIVIL) (NSQF) | WELDER (NSQF) | MACHINIST (NSQF) | DRESS MAKING (NSQF) | TURNER (NSQF) | ELECTRICIAN (NSQF) | ELECTRONICS MECHANIC (NSQF),509216,Rangareddy District,Farooqnagar,ZT0RJT,poi
telangana,Govt District Level Training Centre / ITI,"Pillamarri Road, Mettugadda, Mahbubnagar District",ru.dltcmnr@gmail.com,9908228048,MECHANIC (MOTOR VEHICLE) (NSQF) | WELDER (NSQF) | CARPENTER (NSQF) | MECHANIC DIESEL (NSQF) | ELECTRICIAN (NSQF) | TURNER (NSQF) | STENOGRAPHER & SECRETARIAL ASSISTANT (ENGLISH) (NSQF) | MACHINIST (NSQF) | SEWING TECHNOLOGY (NSQF) | COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF) | FITTER (NSQF) | DRAUGHTSMAN (CIVIL) (NSQF),509001,Mahabubnagar District,Mahbubnagar Urban,LW9QQO,poi
telangana,"Govt DLTC/ITI, Kazipet","Kazipet, Warangal.",itikazipet@gmail.com,7799100360,STENOGRAPHER & SECRETARIAL ASSISTANT (ENGLISH) (NSQF) | CARPENTER (NSQF) | ELECTRONICS MECHANIC (NSQF) | FITTER (NSQF) | DRAUGHTSMAN (CIVIL) (NSQF) | ELECTRICIAN (NSQF) | TURNER (NSQF) | DRESS MAKING (NSQF),506003,Hanumakonda District,Khazipet,M1BPC4,locality
telangana,Govt Industrial Training Institute,"GOVT. ITI PATANCHERU BESIDE BEERAMGUDA KAMAAN, R",iti_ptc@yahoo.com,8328448815,WELDER (NSQF) | MECHANIC (MOTOR VEHICLE) (NSQF) | TURNER (NSQF) | FITTER (NSQF) | MACHINIST (GRINDER) (NSQF) | ELECTRONICS MECHANIC (NSQF) | ELECTRICIAN (NSQF) | MACHINIST (NSQF),503122,Kamareddy District,Yellareddy,E55X2F,poi
telangana,Govt Industrial Training Institute,Mancherial,itimanc@gmail.com,8106226944,MECHANIC (MOTOR VEHICLE) (NSQF) | ELECTRONICS MECHANIC (NSQF) | ELECTRICIAN (NSQF) | FASHION DESIGN & TECHNOLOGY (NSQF) | WELDER (NSQF) | COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF) | TURNER (NSQF) | FITTER (NSQF),504208,Mancherial District,Mancherial,M83WW0,district
telangana,Govt Industrial Training Institute,"Shivaji Nagar,Varni road,Nizamabad",itibniza@gmail.com,9866499110,STENOGRAPHER & SECRETARIAL ASSISTANT (ENGLISH) (NSQF) | MECHANIC (MOTOR VEHICLE) (NSQF) | SEWING TECHNOLOGY (NSQF) | MACHINIST (NSQF) | DRAUGHTSMAN (CIVIL) (NSQF) | MECHANIC DIESEL (NSQF) | WELDER (NSQF) | ELECTRICIAN (NSQF) | DRAUGHTSMAN (MECHANICAL) (NSQF) | FITTER (NSQF) | TURNER (NSQF) | MACHINIST (GRINDER) (NSQF),503001,Nizamabad District,Nizamabad South,NI90B6,locality
telangana,Govt Industrial Training Institute,"Muluru Road, Warangal.",ru.bitiwgl@gmail.com,9247474486,TURNER (NSQF) | MACHINIST (NSQF) | DRAUGHTSMAN (CIVIL) (NSQF) | MECHANIC (MOTOR VEHICLE) (NSQF) | FITTER (NSQF) | WELDER (NSQF) | ELECTRICIAN (NSQF) | COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF) | MECHANIC DIESEL (NSQF),506002,Warangal District,Warangal,CBS7CS,district
telangana,Govt Industrial Training Institute,Main Raod opp CSI church Sangareddy Medak,prlitisrd@yahoo.co.in,9441779533,MACHINIST (NSQF) | WELDER (NSQF) | STENOGRAPHER & SECRETARIAL ASSISTANT (ENGLISH) (NSQF) | DRAUGHTSMAN (CIVIL) (NSQF) | FASHION DESIGN & TECHNOLOGY (NSQF) | COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF) | ELECTRONICS MECHANIC (NSQF) | MECHANIC (MOTOR VEHICLE) (NSQF) | TURNER (NSQF) | PLASTIC PROCESSING OPERATOR (NSQF) | FITTER (NSQF) | ELECTRICIAN (NSQF) | MECHANIC DIESEL (NSQF) | WIREMAN (NSQF),502001,Sangareddy District,Sangareddy,4CAF3A,poi
telangana,Govt Industrial Training Institute,"Near RTC Bus Stand, Peddapalli.",narsimha43@gmail.com,9701111928,COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF) | MACHINIST (NSQF) | FITTER (NSQF) | ELECTRONICS MECHANIC (NSQF) | MECHANIC (MOTOR VEHICLE) (NSQF) | MECHANIC DIESEL (NSQF) | ELECTRICIAN (NSQF) | WELDER (NSQF) | TURNER (NSQF),505172,Peddapalli District,Peddapalle,818SF5,poi
telangana,Govt Industrial Training Institute,"Old City Near Zoo Park, Hyderabad",ru.itioch@gmail.com,9701540045,MECHANIC (MOTOR VEHICLE) (NSQF) | TURNER (NSQF) | ELECTRICIAN (NSQF) | WELDER (NSQF) | MACHINIST (NSQF) | ELECTRONICS MECHANIC (NSQF) | FITTER (NSQF) | DRAUGHTSMAN (CIVIL) (NSQF) | MECHANIC DIESEL (NSQF) | SEWING TECHNOLOGY (NSQF) | PLUMBER (NSQF),500081,Rangareddy District,Rajendranagar,55922O,city
telangana,Govt Industrial Training Institute,"Main Road, Beside sessions court Medchal, Ranga Re",govt.itimedchal@yahoo.com,6302930562,MECHANIC (MOTOR VEHICLE) (NSQF) | ELECTRICIAN (NSQF) | ELECTRONICS MECHANIC (NSQF) | MECHANIC DIESEL (NSQF) | FITTER (NSQF) | COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF) | WELDER (NSQF) | TURNER (NSQF) | DRAUGHTSMAN (CIVIL) (NSQF) | SEWING TECHNOLOGY (NSQF),501401,Medchal Malkajgiri District,Medchal,CFH867,locality
telangana,Govt Industrial Training Institute,"Plot No. 7-1-693, Block No.39, Czeah colony, SanathNagar",doppalapudi.sridhar@gmail.com,8074097785,ELECTRICIAN (NSQF) | ELECTRONICS MECHANIC (NSQF) | FITTER (NSQF) | COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF) | WELDER (NSQF) | PAINTER GENERAL (NSQF) | MECHANIC (MOTOR VEHICLE) (NSQF) | DRAUGHTSMAN (CIVIL) (NSQF),503003,Nizamabad District,Nizamabad South,A76B7C,poi
telangana,Govt Industrial Training Institute (B),"BTS, MLG ROAD, NALGONDA",itibnlg@yahoo.com,9948199048,TURNER (NSQF) | MECHANIC DIESEL (NSQF) | DRAUGHTSMAN (CIVIL) (NSQF) | WELDER (NSQF) | ELECTRICIAN (NSQF) | MACHINIST (NSQF) | FITTER (NSQF),508001,Nalgonda District,Nalgonda,JJ127J,street
telangana,Govt Industrial Training Institute for Girls,Nalgonda,principalitigirls@yahoo.com,8464039774,STENOGRAPHER & SECRETARIAL ASSISTANT (ENGLISH) (NSQF) | COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF) | DRAUGHTSMAN (CIVIL) (NSQF) | ELECTRICIAN (NSQF) | INSTRUMENT MECHANIC (NSQF) | SECRETARIAL PRACTICE (ENGLISH) (NSQF) | DRESS MAKING (NSQF) | ELECTRONICS MECHANIC (NSQF),508001,Nalgonda District,Nalgonda,VTD96L,district
telangana,Govt Industrial Training Institute for Girls,"Shivajinagar,Varni Road,Nizamabad",itigniza@gmail.com,9848325069,DRAUGHTSMAN (CIVIL) (NSQF) | DRESS MAKING (NSQF) | STENOGRAPHER & SECRETARIAL ASSISTANT (ENGLISH) (NSQF) | ELECTRICIAN (NSQF) | COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF) | MECHANIC DIESEL (NSQF) | ELECTRONICS MECHANIC (NSQF) | SOLAR TECHNICIAN (ELECTRICAL) (NSQF),503001,Nizamabad District,Nizamabad South,NIEVJ1,locality
telangana,Govt Industrial Training Institute for Girls,Kalwakurthy,khaja.samad@gmail.com,9908779523,DRESS MAKING (NSQF) | FITTER (NSQF) | ELECTRONICS MECHANIC (NSQF) | WELDER (NSQF) | SOLAR TECHNICIAN (ELECTRICAL) (NSQF) | COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF) | DRAUGHTSMAN (CIVIL) (NSQF) | SECRETARIAL PRACTICE (ENGLISH) (NSQF) | ELECTRICIAN (NSQF),509324,Nagarkurnool District,Kalwakurthy,TTNY4K,poi
telangana,"Govt Industrial Training Institute for Girls,Karimnagar",Karimnagar - Post,itigkari@gmail.com,9849886909,DRESS MAKING (NSQF) | DRAUGHTSMAN (CIVIL) (NSQF) | ELECTRICIAN (NSQF) | ELECTRONICS MECHANIC (NSQF) | WELDER (NSQF) | MECHANIC AUTO ELECTRICAL AND ELECTRONICS (NSQF),505001,Karimnagar District,Karimnagar,L2E31Z,subDistrict
telangana,Govt Industrial Training Institute for Women,H.N.707 Dasnapur (V) Poultry Form Premises,itigirlsadilabad@gmail.com,9177998116,WELDER (NSQF) | DRESS MAKING (NSQF) | STENOGRAPHER & SECRETARIAL ASSISTANT (ENGLISH) (NSQF) | COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF) | DRAUGHTSMAN (CIVIL) (NSQF) | ELECTRICIAN (NSQF),504001,Adilabad District,Mavala,KLA0PM,city
telangana,"Govt Industrial Training Institute, Bhongir",Bhongir,itibhongir@gmail.com,7396726321,TURNER (NSQF) | ELECTRICIAN (NSQF) | FITTER (NSQF) | MECHANIC DIESEL (NSQF) | WELDER (NSQF),508116,Yadadri Bhuvanagiri District,Bhongir,GOUA5L,subDistrict
telangana,"Govt Industrial Training Institute, Kothagudem",Rudrampur,itikothagudem@gmail.com,8978349663,INSTRUMENT MECHANIC (NSQF) | TURNER (NSQF) | MASON (BUILDING CONSTRUCTOR) (NSQF) | DRAUGHTSMAN (MECHANICAL) (NSQF) | FITTER (NSQF) | ELECTRICIAN (NSQF) | DRAUGHTSMAN (CIVIL) (NSQF) | MECHANIC (MOTOR VEHICLE) (NSQF) | MACHINIST (NSQF) | MECHANIC DIESEL (NSQF) | MECHANIC (TRACTOR) (NSQF) | WELDER (NSQF) | FOUNDRYMAN (NSQF) | COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF),507119,Bhadradri Kothagudem District,Kothagudem,RK7MOT,locality
telangana,"Govt Industrial Training Institute, Mallepally","10-2-247/248, Mallepally, Vijayanagar Colony, Asifnagar Mandal, Hyderabad",itimp.hyd@gmail.com,8106572937,MECHANIC DIESEL (NSQF) | CARPENTER (NSQF) | TURNER (NSQF) | STENOGRAPHER & SECRETARIAL ASSISTANT (ENGLISH) (NSQF) | ELECTRONICS MECHANIC (NSQF) | INSTRUMENT MECHANIC (NSQF) | PLASTIC PROCESSING OPERATOR (NSQF) | MACHINIST (GRINDER) (NSQF) | SHEET METAL WORKER (NSQF) | FITTER (NSQF) | MECHANIC AUTO BODY REPAIR (NSQF) | MACHINIST (NSQF) | MECHANIC AUTO BODY PAINTING (NSQF) | COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF) | FOUNDRYMAN (NSQF) | MECHANIC (MOTOR VEHICLE) (NSQF) | WELDER (NSQF) | DRAUGHTSMAN (CIVIL) (NSQF) | ELECTRICIAN (NSQF) | SEWING TECHNOLOGY (NSQF),500057,Hyderabad District,Asifnagar,S34B4B,locality
telangana,"Govt Industrial Training Institute, Musheerabad","R-TC-X- Road, Hyderabad 500020, TS",itimsrd@yahoo.com,8309534453,MECHANIC DIESEL (NSQF) | ELECTRONICS MECHANIC (NSQF) | DRAUGHTSMAN (CIVIL) (NSQF) | WELDER (NSQF) | MACHINIST (NSQF) | FASHION DESIGN & TECHNOLOGY (NSQF) | MECHANIC (MOTOR VEHICLE) (NSQF) | ELECTRICIAN (NSQF) | TURNER (NSQF) | FITTER (NSQF),500020,Hyderabad District,Musheerabad,9T3Q9C,locality
telangana,Govt ITI,"KDR Polytechnic Campus Wanaparthy,",ru.itiwnp@gmail.com,9059685237,ELECTRICIAN (NSQF) | COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF) | DRAUGHTSMAN (CIVIL) (NSQF) | FITTER (NSQF),509103,Wanaparthy District,Wanaparthy,1HW0TA,district
telangana,Govt ITI (Girls) - Nizamabad,GOVT ITI GIRLS Shivaji Nagar Near Manik Bhavan School Nizamabad,itigniza@gmaill.comq,9966224496,ASSOCIATE  ELECTRICIAN | SOLAR PV INSTALLER - ELECTRICAL | ASSOCIATE DATA ENTRY OPERATOR | SEWING MACHINE OPERATOR | ELECTRIC VEHICLE SERVICE TECHNICIAN | SEWING MACHINE OPERATOR | SOLAR PV INSTALLER - ELECTRICAL | SOLAR PV INSTALLER - ELECTRICAL | SOLAR PV INSTALLER - ELECTRICAL | SEWING MACHINE OPERATOR | SEWING MACHINE OPERATOR,503001,Nizamabad District,Nizamabad South,PVOL0F,locality
telangana,Govt ITI - Alwal,Govt ITI Alwal,govtitialwal99@gmail.com,9059685237,SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR | FOUR WHEELER SERVICE TECHNICIAN | FOUR WHEELER SERVICE TECHNICIAN | FOUR WHEELER SERVICE TECHNICIAN | FOUR WHEELER SERVICE TECHNICIAN | ASSISTANT TECHNICIAN- SOLAR PANEL INSTALLATION | MANUAL METAL ARC WELDING/ SHIELDED METAL ARC WELDING WELDER | ASSOCIATE  ELECTRICIAN,500010,Medchal Malkajgiri District,Alwal,WG2LCY,locality
telangana,Govt ITI - Kalwakurthy,Govt.ITI KALWAKURTHY MAHABUBNAGAR ROAD OPP: PETROL BUNK KALWAKURTH,iti.klwky@gmail.com,9492182944,SELF EMPLOYED TAILOR | ASSISTANT TECHNICIAN- SOLAR PANEL INSTALLATION | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR | SELF EMPLOYED TAILOR,509324,Nagarkurnool District,Kalwakurthy,TTNY4K,poi
telangana,Govt ITI - Mahabubnagar,Govt. DLTC ITI Mahabubnagar,ru.dltcmnr@gmail.com,9908228048,ELECTRICIAN - DOMESTIC SOLUTIONS | FOUR WHEELER SERVICE TECHNICIAN | ELECTRIC VEHICLE SERVICE TECHNICIAN | FOUR WHEELER SERVICE TECHNICIAN | FOUR WHEELER SERVICE TECHNICIAN | FOUR WHEELER SERVICE TECHNICIAN | ELECTRICIAN - DOMESTIC SOLUTIONS | FABRICATOR | FABRICATOR | FABRICATOR | ELECTRICIAN - DOMESTIC SOLUTIONS | ELECTRICIAN - DOMESTIC SOLUTIONS | FABRICATOR,509371,Mahabubnagar District,Koilkonda,8E54LK,poi
telangana,Govt ITI - Mancherial,Govt Industrial Training Institute,itimanc@gmail.com,9849100235,JUNIOR SOFTWARE DEVELOPER | JUNIOR SOFTWARE DEVELOPER | JUNIOR SOFTWARE DEVELOPER | JUNIOR SOFTWARE DEVELOPER | SOLAR LED TECHNICIAN | ASSOCIATE DATA ENTRY OPERATOR | ELECTRICIAN - DOMESTIC SOLUTIONS | ELECTRICIAN - DOMESTIC SOLUTIONS | SOLAR LED TECHNICIAN | SOLAR LED TECHNICIAN | SOLAR LED TECHNICIAN | ELECTRICIAN - DOMESTIC SOLUTIONS | ELECTRICIAN - DOMESTIC SOLUTIONS | WELDER - (GTAW) | WELDER - (GTAW) | WELDER - (GTAW) | WELDER - (GTAW),504208,Mancherial District,Mancherial,M83WW0,district
telangana,GOVT ITI GIRLS NALGONDA,BTS MIRYALAGUDA ROAD BESIDE DIET SCHOOL,principalitigirls@yahoo.com,8374260330,ELECTRICIAN - DOMESTIC SOLUTIONS | ELECTRICIAN - DOMESTIC SOLUTIONS | ELECTRICIAN - DOMESTIC SOLUTIONS | ELECTRICIAN - DOMESTIC SOLUTIONS | ASSOCIATE DATA ENTRY OPERATOR,508001,Nalgonda District,Nalgonda,QHZG9F,street
telangana,Govt ITI Mallepally,10-2-247/248 Mallepally Vijaynagar colony Asifnagar mandal Hyderabad - 500057,itimp.hyd@gmail.com,8523065669,ELECTRICIAN - DOMESTIC SOLUTIONS | CNC OPERATOR TURNING | ASSOCIATE DATA ENTRY OPERATOR | ELECTRICIAN - DOMESTIC SOLUTIONS | ELECTRICIAN - DOMESTIC SOLUTIONS | ELECTRICIAN - DOMESTIC SOLUTIONS,500057,Hyderabad District,Asifnagar,S34B4B,poi
telangana,Govt Residential Industrial Training Institute,"Hathnoora (Village), Hathnoora (MDL), Medak",ru.ritihtr123@gmail.com,7680089936,COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF) | TURNER (NSQF) | FITTER (NSQF) | MACHINIST (GRINDER) (NSQF) | WELDER (NSQF) | ELECTRICIAN (NSQF) | MECHANIC (MOTOR VEHICLE) (NSQF) | MACHINIST (NSQF),502296,Sangareddy District,Hathnoora,864A88,village
telangana,Govt Residential Industrial Training Institute for Girls,"Plot No. 59, Teacher Colony",ritigmbnr@gmail.com,9849299170,ELECTRONICS MECHANIC (NSQF) | DRAUGHTSMAN (CIVIL) (NSQF) | COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF) | INSTRUMENT MECHANIC (NSQF) | STENOGRAPHER & SECRETARIAL ASSISTANT (ENGLISH) (NSQF) | DRESS MAKING (NSQF),503003,Nizamabad District,Nizamabad South,A76B7C,poi
telangana,"Govt Residential Industrial Training Institute, Dindi",Dindi,dindi.iti@gmail.com,9985108021,COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF) | DRAUGHTSMAN (CIVIL) (NSQF) | STENOGRAPHER & SECRETARIAL ASSISTANT (ENGLISH) (NSQF) | WELDER (NSQF) | ELECTRICIAN (NSQF) | FITTER (NSQF),509349,Nagarkurnool District,Vangoor,BF5TCB,village
telangana,"Govt Residential Industrial Training Institute, Kr",TI Bhadrachalam H.Qtrs. Krishnasagar Burgampad Md,ritibcm@gmail.com,9394052527,INSTRUMENT MECHANIC (NSQF) | MECHANIC (MOTOR VEHICLE) (NSQF) | ELECTRONICS MECHANIC (NSQF) | ELECTRICIAN (NSQF) | FITTER (NSQF) | COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF),507111,Bhadradri Kothagudem District,Bhadrachalam,1179LL,city
telangana,Govt Residentiial Industrial Training Institute,Mannanur Achampet,ru.ritimnu@gmail.com,9666600602,FITTER (NSQF) | DRAUGHTSMAN (CIVIL) (NSQF) | MECHANIC (MOTOR VEHICLE) (NSQF) | COMPUTER OPERATOR AND PROGRAMMING ASSISTANT (NSQF) | ELECTRICIAN (NSQF) | ELECTRONICS MECHANIC (NSQF) | INSTRUMENT MECHANIC (NSQF),509375,Nagarkurnool District,Achampet,TL5WXY,city
telangana,Govt RITI ETURNAGARAM,12-454.\nAKULAVARIGHANPUR(V).\nETURNAGARAM(M) \nMULUGU(DIST)-506165,ritienr@gmail.com,9849389325,ELECTRICIAN - DOMESTIC SOLUTIONS | ELECTRICIAN - DOMESTIC SOLUTIONS | ELECTRICIAN - DOMESTIC SOLUTIONS | MANUAL METAL ARC WELDING/ SHIELDED METAL ARC WELDING WELDER | SURVEYOR AIDE | SURVEYOR AIDE | MANUAL METAL ARC WELDING/ SHIELDED METAL ARC WELDING WELDER | ELECTRICIAN - DOMESTIC SOLUTIONS | ELECTRICIAN - DOMESTIC SOLUTIONS | ELECTRICIAN - DOMESTIC SOLUTIONS | ELECTRICIAN - DOMESTIC SOLUTIONS | ELECTRICIAN - DOMESTIC SOLUTIONS,506165,Mulugu District,Eturnagaram,G05SVE,pincode
telangana,Govt. DLTC / ITI Mahabubnagar,Govt.DLTC/ITI MahabubnagarMettugadda Pillalamarri roadMahabubnagar Dist,ru.dltcmnr@gmail.com,9908228048,FABRICATOR | FABRICATOR | ELECTRICIAN - DOMESTIC SOLUTIONS | ELECTRICIAN - DOMESTIC SOLUTIONS | ELECTRICIAN - DOMESTIC SOLUTIONS | FOUR WHEELER SERVICE TECHNICIAN | FOUR WHEELER SERVICE TECHNICIAN | FABRICATOR | FABRICATOR | FOUR WHEELER SERVICE TECHNICIAN | ELECTRICIAN - DOMESTIC SOLUTIONS | FOUR WHEELER SERVICE TECHNICIAN | FOUR WHEELER SERVICE ASSISTANT | FOUR WHEELER SERVICE ASSISTANT | FOUR WHEELER SERVICE ASSISTANT | FOUR WHEELER SERVICE ASSISTANT,509001,Mahabubnagar District,Mahbubnagar Urban,KPA3Z8,poi
